"","id","X.1","X","No.","year","month","day","newsection","landmark","treatment","pulse","fl","matureall","maturesex.x","No","cohort","cohortsureness","maturesex.y","geneticsex","difference","sex","distance","cluster"
"386","PPPB",713,727,2031,2016,5,27,"L3",482,"late",0,85,-1,"nonbreeding",60,2016,1,"male","pseudo","1","male",820,"1st"
"387","PPPB",714,728,4815,2017,10,11,"L3",485,"late",1,172,1,"male",60,2016,1,"male","pseudo","1","male",850,"1st"
"388","PPPB",715,729,2415,2016,8,16,"L3",482,"late",0,101,-1,"nonbreeding",60,2016,1,"male","pseudo","1","male",820,"1st"
"389","PPPPPB",738,752,2106,2016,5,28,"C3",504,"control",0,98,-1,"nonbreeding",702,2016,1,NA,NA,"nd","nd",1040,"1st"
"390","PPPPPP",739,753,3996,2017,5,26,"C2",493,"control",0,122,-1,"nonbreeding",703,2016,1,NA,"female","nd","female",930,"2nd"
"391","PPPPPP",740,754,2104,2016,5,28,"C3",503,"control",0,83,-1,"nonbreeding",703,2016,1,NA,"female","nd","female",1030,"2nd"
"392","PPPPPP",741,755,3337,2017,3,20,"C2",492,"control",0,104,-1,"nonbreeding",703,2016,1,NA,"female","nd","female",920,"2nd"
"393","RGDDDD",781,795,3880,2017,5,24,"L1",433,"late",0,135,-1,"nonbreeding",721,2016,1,NA,"male","nd","nd",330,"1st"
"394","RGDDDD",782,796,1841,2016,5,25,"L1",433,"late",0,87,-1,"nonbreeding",721,2016,1,NA,"male","nd","nd",330,"1st"
"395","RGDDDD",783,797,4318,2017,7,28,"L1",433,"late",0,137,-1,"nonbreeding",721,2016,1,NA,"male","nd","nd",330,"1st"
"396","RGDDDG",784,798,1823,2016,5,24,"E2",423,"early ",0,83,-1,"nonbreeding",11,2016,1,"female","female","0","female",230,"1st"
"397","RGDDDG",785,799,3187,2016,10,13,"E2",422,"early ",0,98,0,"non",11,2016,1,"female","female","0","female",220,"1st"
"398","RGDDDG",786,800,4773,2017,10,10,"E2",414.5,"early ",0,159,1,"female",11,2016,1,"female","female","0","female",145,"1st"
"399","RGDDDG",787,801,2511,2016,8,17,"E2",423,"early ",1,96,-1,"nonbreeding",11,2016,1,"female","female","0","female",230,"1st"
"400","RGDDDY",794,808,2349,2016,8,16,"L1",431,"late",0,95,-1,"nonbreeding",1504,2016,1,NA,"female","nd","female",310,"1st"
"401","RGDDDY",795,809,1836,2016,5,25,"L1",431,"late",0,83,-1,"nonbreeding",1504,2016,1,NA,"female","nd","female",310,"1st"
"402","RGDDGD",796,810,2484,2016,8,17,"E2",419,"early ",1,107,-1,"nonbreeding",157,2016,1,NA,"male","nd","nd",190,"1st"
"403","RGDDGD",797,811,1806,2016,5,24,"E2",419,"early ",0,87,-1,"nonbreeding",157,2016,1,NA,"male","nd","nd",190,"1st"
"404","RGDDRG",810,830,3960,2017,5,25,"E1",408,"early ",0,162,-1,"nonbreeding",88,2016,1,NA,"female","nd","female",80,"1st"
"405","RGDDRG",811,831,1796,2016,5,24,"E2",417,"early ",0,91,-1,"nonbreeding",88,2016,1,NA,"female","nd","female",170,"1st"
"406","RGDDRG",812,832,2609,2016,8,17,"E2",415,"early ",1,122,-1,"nonbreeding",88,2016,1,NA,"female","nd","female",150,"1st"
"407","RGDDYD",816,836,1816,2016,5,24,"E2",421,"early ",0,82,-1,"nonbreeding",725,2016,1,NA,NA,"nd","nd",210,"1st"
"408","RGDGDD",827,847,2898,2016,10,11,"E1",402,"early ",0,112,0,"non",27,2016,1,"male","male","0","male",20,"1st"
"409","RGDGDD",828,848,1714,2016,5,24,"E1",401,"early ",0,82,-1,"nonbreeding",27,2016,1,"male","male","0","male",10,"1st"
"410","RGDGDD",829,849,3937,2017,5,25,"E1",402,"early ",0,153,-1,"nonbreeding",27,2016,1,"male","male","0","male",20,"1st"
"411","RGDGDD",830,850,2528,2016,8,17,"E1",402,"early ",1,106,-1,"nonbreeding",27,2016,1,"male","male","0","male",20,"1st"
"412","RGDGDD",831,851,4903,2017,10,12,"E1",403,"early ",0,173,1,"male",27,2016,1,"male","male","0","male",30,"1st"
"413","RGDGDD",832,852,4206,2017,7,27,"E1",403,"early ",1,165,-1,"nonbreeding",27,2016,1,"male","male","0","male",30,"1st"
"414","RGDGDD",833,853,3224,2017,3,18,"E1",402,"early ",0,132,-1,"nonbreeding",27,2016,1,"male","male","0","male",20,"1st"
"415","RGDYDY",877,897,1786,2016,5,24,"E2",412,"early ",0,85,-1,"nonbreeding",752,2016,1,NA,NA,"nd","nd",120,"1st"
"416","RGDYGD",878,898,1773,2016,5,24,"E1",409,"early ",0,80,-1,"nonbreeding",91,2016,1,NA,"female","nd","female",90,"1st"
"417","RGDYGD",879,899,2571,2016,8,17,"E1",409,"early ",1,86,-1,"nonbreeding",91,2016,1,NA,"female","nd","female",90,"1st"
"418","RGDYRD",887,914,2544,2016,8,17,"E1",404,"early ",1,100,-1,"nonbreeding",159,2016,1,NA,"male","nd","nd",40,"1st"
"419","RGDYRD",888,915,1748,2016,5,24,"E1",404,"early ",0,81,-1,"nonbreeding",159,2016,1,NA,"male","nd","nd",40,"1st"
"420","RGDYRD",889,916,2924,2016,10,11,"E1",404,"early ",0,109,0,"non",159,2016,1,NA,"male","nd","nd",40,"1st"
"421","RGDYRG",890,917,1733,2016,5,24,"E1",404,"early ",0,78,-1,"nonbreeding",160,2016,1,NA,"pseudo","nd","nd",40,"2nd"
"422","RGDYRG",891,918,2545,2016,8,17,"E1",404,"early ",1,85,-1,"nonbreeding",160,2016,1,NA,"pseudo","nd","nd",40,"2nd"
"423","RGDYRY",893,920,1746,2016,5,24,"E1",404,"early ",0,85,-1,"nonbreeding",53,2016,1,"female","pseudo","1","female",40,"1st"
"424","RGDYRY",894,921,4911,2017,10,12,"E1",403,"early ",0,133,1,"female",53,2016,1,"female","pseudo","1","female",30,"1st"
"425","RGDYRY",895,922,3942,2017,5,25,"E1",402,"early ",0,149,-1,"nonbreeding",53,2016,1,"female","pseudo","1","female",20,"1st"
"426","RGDYRY",896,923,2899,2016,10,11,"E1",402,"early ",0,103,0,"non",53,2016,1,"female","pseudo","1","female",20,"1st"
"427","RGDYRY",897,924,2532,2016,8,17,"E1",402,"early ",1,102,-1,"nonbreeding",53,2016,1,"female","pseudo","1","female",20,"1st"
"428","RGDYRY",898,925,3220,2017,3,18,"E1",402,"early ",0,117,-1,"nonbreeding",53,2016,1,"female","pseudo","1","female",20,"1st"
"429","RGDYRY",899,926,4207,2017,7,27,"E1",403,"early ",1,135,-1,"nonbreeding",53,2016,1,"female","pseudo","1","female",30,"1st"
"430","RGDYYR",910,937,2584,2016,8,17,"E2",410,"early ",1,110,-1,"nonbreeding",161,2016,1,NA,"pseudo","nd","nd",100,"1st"
"431","RGDYYR",911,938,2961,2016,10,11,"E2",412,"early ",0,116,0,"non",161,2016,1,NA,"pseudo","nd","nd",120,"1st"
"432","RGDYYR",912,939,1777,2016,5,24,"E2",410,"early ",0,89,-1,"nonbreeding",161,2016,1,NA,"pseudo","nd","nd",100,"1st"
"433","RRY",1477,1508,1747,2016,5,24,"E1",404,"early ",0,68,-1,"nonbreeding",1039,2016,1,NA,NA,"nd","nd",40,"2nd"
"434","RYDDBD",1589,1628,5069,2017,10,13,"E3",525,"early ",0,139,1,"male",408,2016,1,"male",NA,"nd","male",1250,"2nd"
"435","RYDDBP",1591,1630,5081,2017,10,13,"E3",530,"early ",0,102,0,"non",1088,2016,1,NA,"pseudo","nd","nd",1300,"3rd"
"436","RYDDBR",1592,1631,5063,2017,10,13,"C1",469,"control",0,100,0,"non",1089,2016,1,NA,"pseudo","nd","nd",690,"3rd"
"437","RYDDBY",1593,1632,5065,2017,10,13,"E3",521,"early ",0,156,1,"male",409,2016,1,"male",NA,"nd","male",1210,"1st"
"438","RYDDPD",1607,1646,4988,2017,10,12,"E2",421,"early ",0,114,0,"non",1100,2016,1,NA,"male","nd","nd",210,"3rd"
"439","RYDDPG",1608,1647,4974,2017,10,12,"E2",416,"early ",0,148,1,"female",266,2016,1,"female",NA,"nd","female",160,"1st"
"440","RYDDPP",1609,1648,4995,2017,10,12,"E2",422.5,"early ",0,124,0,"non",1101,2016,1,NA,"male","nd","nd",225,"2nd"
"441","RYDDPY",1611,1650,4985,2017,10,12,"E2",420,"early ",0,98,0,"non",1103,2016,1,NA,"pseudo","nd","nd",200,"3rd"
"442","RYDDYD",1619,1658,4809,2017,10,11,"L3",480,"late",1,100,0,"non",1111,2016,1,NA,"female","nd","female",800,"3rd"
"443","RYDDYG",1620,1659,4794,2017,10,11,"L3",477,"late",1,101,0,"non",1112,2016,1,NA,"pseudo","nd","nd",770,"3rd"
"444","RYDDYP",1621,1660,4818,2017,10,11,"L3",485,"late",1,143,1,"male",413,2016,1,"male",NA,"nd","male",850,"1st"
"445","RYDRGG",1697,1739,4075,2017,5,26,"L3",487,"late",0,105,-1,"nonbreeding",1161,2016,1,NA,NA,"nd","nd",870,"3rd"
"446","RYDRGY",1701,1743,4091,2017,5,27,"L2",441,"late",0,122,-1,"nonbreeding",1164,2016,1,NA,NA,"nd","nd",410,"2nd"
"447","RYDRRB",1712,1754,4064,2017,5,26,"L3",480,"late",0,128,-1,"nonbreeding",1170,2016,1,NA,NA,"nd","nd",800,"1st"
"448","RYDRRD",1713,1755,4037,2017,5,26,"C3",505,"control",0,158,-1,"nonbreeding",1171,2016,1,NA,NA,"nd","nd",1050,"1st"
"449","RYDRRG",1714,1756,3998,2017,5,26,"C2",494,"control",0,114,-1,"nonbreeding",1172,2016,1,NA,NA,"nd","nd",940,"2nd"
"450","RYDRRR",1718,1760,3987,2017,5,25,"E1",408,"early ",0,136,-1,"nonbreeding",1173,2016,1,NA,"pseudo","nd","nd",80,"2nd"
"451","RYDRRR",1719,1761,4968,2017,10,12,"E1",409,"early ",0,134,0,"non",1173,2016,1,NA,"pseudo","nd","nd",90,"2nd"
"452","RYDRRR",1720,1762,4249,2017,7,27,"E1",409,"early ",1,134,-1,"nonbreeding",1173,2016,1,NA,"pseudo","nd","nd",90,"2nd"
"453","RYDRYD",1725,1767,4159,2017,5,27,"C1",464,"control",0,119,-1,"nonbreeding",1176,2016,1,NA,NA,"nd","nd",640,"2nd"
"454","RYDRYP",1727,1769,4169,2017,5,27,"C1",467,"control",0,135,-1,"nonbreeding",419,2016,1,"male",NA,"nd","male",670,"1st"
"455","RYDRYP",1728,1770,5045,2017,10,13,"C1",468,"control",0,156,1,"male",419,2016,1,"male",NA,"nd","male",680,"1st"
"456","RYDRYY",1729,1771,5029,2017,10,13,"C1",464,"control",0,120,0,"non",1179,2016,1,NA,"female","nd","female",640,"2nd"
"457","RYDRYY",1730,1772,4150,2017,5,27,"C1",461,"control",0,116,-1,"nonbreeding",1179,2016,1,NA,"female","nd","female",610,"2nd"
"458","RYDRYY",1731,1773,4440,2017,7,29,"C1",466,"control",0,119,-1,"nonbreeding",1179,2016,1,NA,"female","nd","female",660,"2nd"
"459","RYDYBP",1735,1777,4713,2017,10,10,"L2",443,"late",1,118,0,"non",1184,2016,1,"male","male","0","male",430,"2nd"
"460","RYDYBY",1737,1779,4700,2017,10,10,"L1",440,"late",1,114,0,"non",1186,2016,1,NA,"male","nd","nd",400,"3rd"
"461","RYDYGB",1747,1790,4559,2017,7,30,"E3",529,"early ",1,98,-1,"nonbreeding",1192,2016,1,NA,"pseudo","nd","nd",1290,"3rd"
"462","RYDYGB",1748,1791,5078,2017,10,13,"E3",529,"early ",0,104,0,"non",1192,2016,1,NA,"pseudo","nd","nd",1290,"3rd"
"463","RYDYPG",1761,1804,4819,2017,10,11,"L3",485,"late",1,126,0,"non",1198,2016,1,NA,"pseudo","nd","nd",850,"2nd"
"464","RYDYPG",1762,1805,4623,2017,7,31,"L3",486.5,"late",0,113,-1,"nonbreeding",1198,2016,1,NA,"pseudo","nd","nd",865,"2nd"
"465","RYDYYG",1780,1823,5076,2017,10,13,"E3",528,"early ",0,107,0,"non",1208,2016,1,NA,"male","nd","nd",1280,"3rd"
"466","RYDYYG",1781,1824,4562,2017,7,30,"E3",530,"early ",1,100,-1,"nonbreeding",1208,2016,1,NA,"male","nd","nd",1300,"3rd"
"467","RYDYYR",1783,1826,5079,2017,10,13,"E3",529,"early ",0,122,1,"male",423,2016,1,"male",NA,"nd","male",1290,"2nd"
"468","RYDYYR",1784,1827,4560,2017,7,30,"E3",529,"early ",1,112,-1,"nonbreeding",423,2016,1,"male",NA,"nd","male",1290,"2nd"
"469","RYRBBD",1799,1842,2666,2016,8,18,"C2",499,"control",0,90,-1,"nonbreeding",173,2016,1,NA,"male","nd","nd",990,"2nd"
"470","RYRBBD",1800,1843,3065,2016,10,12,"C2",499,"control",0,93,0,"non",173,2016,1,NA,"male","nd","nd",990,"2nd"
"471","RYRBBD",1801,1844,4016,2017,5,26,"C2",499,"control",0,119,-1,"nonbreeding",173,2016,1,NA,"male","nd","nd",990,"2nd"
"472","RYRBBG",1802,1845,2663,2016,8,18,"C2",495,"control",0,80,-1,"nonbreeding",1216,2016,1,NA,NA,"nd","nd",950,"2nd"
"473","RYRBBP",1803,1846,4013,2017,5,26,"C2",499,"control",0,129,-1,"nonbreeding",1217,2016,1,NA,NA,"nd","nd",990,"2nd"
"474","RYRBBP",1804,1847,4492,2017,7,30,"C2",499,"control",0,131,-1,"nonbreeding",1217,2016,1,NA,NA,"nd","nd",990,"2nd"
"475","RYRBBP",1805,1848,2667,2016,8,18,"C2",499,"control",0,91,-1,"nonbreeding",1217,2016,1,NA,NA,"nd","nd",990,"2nd"
"476","RYRBBP",1806,1849,3360,2017,3,20,"C2",499,"control",0,111,-1,"nonbreeding",1217,2016,1,NA,NA,"nd","nd",990,"2nd"
"477","RYRBBR",1807,1850,3049,2016,10,12,"C2",494,"control",0,101,0,"non",174,2016,1,NA,"male","nd","nd",940,"1st"
"478","RYRBBR",1808,1851,2662,2016,8,18,"C2",494,"control",0,93,-1,"nonbreeding",174,2016,1,NA,"male","nd","nd",940,"1st"
"479","RYRBBR",1809,1852,4850,2017,10,11,"C2",494,"control",0,127,0,"non",174,2016,1,NA,"male","nd","nd",940,"1st"
"480","RYRBBR",1810,1853,3348,2017,3,20,"C2",495,"control",0,108,-1,"nonbreeding",174,2016,1,NA,"male","nd","nd",950,"1st"
"481","RYRBBY",1811,1854,2664,2016,8,18,"C2",496,"control",0,72,-1,"nonbreeding",102,2016,1,NA,"pseudo","nd","nd",960,"2nd"
"482","RYRBBY",1812,1855,3350,2017,3,20,"C2",496,"control",0,109,-1,"nonbreeding",102,2016,1,NA,"pseudo","nd","nd",960,"2nd"
"483","RYRBBY",1813,1856,3062,2016,10,12,"C2",497,"control",0,76,0,"non",102,2016,1,NA,"pseudo","nd","nd",970,"2nd"
"484","RYRBBY",1814,1857,4837,2017,10,11,"C2",493,"control",0,126,0,"non",102,2016,1,NA,"pseudo","nd","nd",930,"2nd"
"485","RYRBDB",1815,1858,4017,2017,5,26,"C2",499,"control",0,120,-1,"nonbreeding",1218,2016,1,NA,"pseudo","nd","nd",990,"2nd"
"486","RYRBDB",1816,1859,2635,2016,8,18,"C2",499,"control",0,74,-1,"nonbreeding",1218,2016,1,NA,"pseudo","nd","nd",990,"2nd"
"487","RYRBDB",1817,1860,4872,2017,10,11,"C2",501,"control",0,123,0,"non",1218,2016,1,NA,"pseudo","nd","nd",1010,"2nd"
"488","RYRBDG",1822,1865,2618,2016,8,18,"C2",492,"control",0,87,-1,"nonbreeding",1219,2016,1,NA,NA,"nd","nd",920,"2nd"
"489","RYRBDG",1823,1866,3991,2017,5,26,"C2",493,"control",0,119,-1,"nonbreeding",1219,2016,1,NA,NA,"nd","nd",930,"2nd"
"490","RYRBDP",1824,1867,4012,2017,5,26,"C2",499,"control",0,129,-1,"nonbreeding",1220,2016,1,NA,NA,"nd","nd",990,"2nd"
"491","RYRBDP",1825,1868,4493,2017,7,30,"C2",499,"control",0,136,-1,"nonbreeding",1220,2016,1,NA,NA,"nd","nd",990,"2nd"
"492","RYRBDP",1826,1869,2630,2016,8,18,"C2",497,"control",0,83,-1,"nonbreeding",1220,2016,1,NA,NA,"nd","nd",970,"2nd"
"493","RYRBDR",1827,1870,2617,2016,8,18,"C2",492,"control",0,104,-1,"nonbreeding",1221,2016,1,NA,NA,"nd","nd",920,"1st"
"494","RYRBGB",1832,1875,2521,2016,8,17,"E2",417,"early ",1,85,-1,"nonbreeding",1222,2016,1,NA,NA,"nd","nd",170,"2nd"
"495","RYRBGD",1833,1876,2929,2016,10,11,"E1",404,"early ",0,89,0,"non",103,2016,1,NA,"female","nd","female",40,"1st"
"496","RYRBGD",1834,1877,3979,2017,5,25,"E1",402,"early ",0,132,-1,"nonbreeding",103,2016,1,NA,"female","nd","female",20,"1st"
"497","RYRBGD",1835,1878,2535,2016,8,17,"E1",402,"early ",1,87,-1,"nonbreeding",103,2016,1,NA,"female","nd","female",20,"1st"
"498","RYRBGD",1836,1879,4910,2017,10,12,"E1",403,"early ",0,163,0,"non",103,2016,1,NA,"female","nd","female",30,"1st"
"499","RYRBGD",1837,1880,4204,2017,7,27,"E1",403,"early ",1,151,-1,"nonbreeding",103,2016,1,NA,"female","nd","female",30,"1st"
"500","RYRBGP",1840,1883,2549,2016,8,17,"E1",406,"early ",1,100,-1,"nonbreeding",1223,2016,1,NA,NA,"nd","nd",60,"1st"
"501","RYRBGY",1841,1888,2534,2016,8,17,"E1",402,"early ",1,86,-1,"nonbreeding",1224,2016,1,NA,NA,"nd","nd",20,"2nd"
"502","RYRBPB",1842,1889,2661,2016,8,18,"C2",492,"control",0,96,-1,"nonbreeding",1225,2016,1,NA,NA,"nd","nd",920,"1st"
"503","RYRBPD",1843,1890,4533,2017,7,30,"C3",509,"control",0,140,-1,"nonbreeding",1226,2016,1,NA,"pseudo","nd","nd",1090,"2nd"
"504","RYRBPD",1844,1891,3389,2017,3,20,"C3",509,"control",0,107,-1,"nonbreeding",1226,2016,1,NA,"pseudo","nd","nd",1090,"2nd"
"505","RYRBPD",1845,1892,2659,2016,8,18,"C3",509,"control",0,87,-1,"nonbreeding",1226,2016,1,NA,"pseudo","nd","nd",1090,"2nd"
"506","RYRBPD",1846,1893,4899,2017,10,11,"C3",509,"control",0,140,0,"non",1226,2016,1,NA,"pseudo","nd","nd",1090,"2nd"
"507","RYRBPG",1847,1894,3356,2017,3,20,"C2",499,"control",0,93,-1,"nonbreeding",105,2016,1,NA,"female","nd","female",990,"2nd"
"508","RYRBPG",1848,1895,4020,2017,5,26,"C2",499,"control",0,119,-1,"nonbreeding",105,2016,1,NA,"female","nd","female",990,"2nd"
"509","RYRBPG",1849,1896,4503,2017,7,30,"C2",501,"control",0,122,-1,"nonbreeding",105,2016,1,NA,"female","nd","female",1010,"2nd"
"510","RYRBPG",1850,1897,2640,2016,8,18,"C2",501,"control",0,73,-1,"nonbreeding",105,2016,1,NA,"female","nd","female",1010,"2nd"
"511","RYRBPG",1851,1898,3071,2016,10,12,"C2",499,"control",0,78,0,"non",105,2016,1,NA,"female","nd","female",990,"2nd"
"512","RYRBPR",1858,1905,2637,2016,8,18,"C2",500,"control",0,93,-1,"nonbreeding",175,2016,1,NA,"male","nd","nd",1000,"1st"
"513","RYRBPR",1859,1906,3034,2016,10,12,"C2",493,"control",0,106,0,"non",175,2016,1,NA,"male","nd","nd",930,"1st"
"514","RYRBPR",1860,1907,3990,2017,5,26,"C2",492,"control",0,128,-1,"nonbreeding",175,2016,1,NA,"male","nd","nd",920,"1st"
"515","RYRBRD",1867,1914,4301,2017,7,28,"E2",424,"early ",1,130,-1,"nonbreeding",1228,2016,1,NA,"male","nd","nd",240,"1st"
"516","RYRBRD",1868,1915,3271,2017,3,18,"E2",424,"early ",0,112,-1,"nonbreeding",1228,2016,1,NA,"male","nd","nd",240,"1st"
"517","RYRBRD",1869,1916,4997,2017,10,12,"E2",424,"early ",0,132,0,"non",1228,2016,1,NA,"male","nd","nd",240,"1st"
"518","RYRBRD",1870,1917,2518,2016,8,17,"E2",424,"early ",1,101,-1,"nonbreeding",1228,2016,1,NA,"male","nd","nd",240,"1st"
"519","RYRBRR",1875,1922,2514,2016,8,17,"E2",423,"early ",1,91,-1,"nonbreeding",1230,2016,1,NA,NA,"nd","nd",230,"1st"
"520","RYRBYD",1882,1929,2577,2016,8,17,"E1",406,"early ",1,94,-1,"nonbreeding",1231,2016,1,NA,NA,"nd","nd",60,"1st"
"521","RYRBYP",1884,1931,2612,2016,8,18,"C2",490,"control",0,81,-1,"nonbreeding",1233,2016,1,NA,NA,"nd","nd",900,"2nd"
"522","RYRBYR",1885,1932,4236,2017,7,27,"E1",407.5,"early ",1,111,-1,"nonbreeding",1234,2016,1,NA,"male","nd","nd",75,"2nd"
"523","RYRBYR",1886,1933,4944,2017,10,12,"E1",407,"early ",0,112,0,"non",1234,2016,1,NA,"male","nd","nd",70,"2nd"
"524","RYRBYR",1887,1934,2563,2016,8,17,"E1",408,"early ",1,88,-1,"nonbreeding",1234,2016,1,NA,"male","nd","nd",80,"2nd"
"525","RYRBYR",1888,1935,3972,2017,5,25,"E1",409,"early ",0,107,-1,"nonbreeding",1234,2016,1,NA,"male","nd","nd",90,"2nd"
"526","RYRBYY",1889,1936,2575,2016,8,17,"E1",404,"early ",1,101,-1,"nonbreeding",1235,2016,1,NA,NA,"nd","nd",40,"1st"
"527","RYRDDD",1890,1937,3020,2016,10,11,"L3",484,"late",1,75,0,"non",176,2016,1,NA,"male","nd","nd",840,"3rd"
"528","RYRDDD",1891,1938,2418,2016,8,16,"L3",482,"late",0,71,-1,"nonbreeding",176,2016,1,NA,"male","nd","nd",820,"3rd"
"529","RYRDGB",1902,1949,3595,2017,3,29,"L3",475,"late",0,100,-1,"nonbreeding",177,2016,1,NA,"male","nd","nd",750,"2nd"
"530","RYRDGB",1903,1950,2387,2016,8,16,"L3",476,"late",0,78,-1,"nonbreeding",177,2016,1,NA,"male","nd","nd",760,"2nd"
"531","RYRDGB",1904,1951,2994,2016,10,11,"L3",476,"late",1,82,0,"non",177,2016,1,NA,"male","nd","nd",760,"2nd"
"532","RYRDGD",1905,1952,2365,2016,8,16,"L3",473,"late",0,76,-1,"nonbreeding",1239,2016,1,NA,NA,"nd","nd",730,"3rd"
"533","RYRDGP",1910,1957,2991,2016,10,11,"L3",475,"late",1,96,0,"non",56,2016,1,"female","pseudo","1","female",750,"1st"
"534","RYRDGP",1911,1958,4581,2017,7,31,"L3",474,"late",0,147,-1,"nonbreeding",56,2016,1,"female","pseudo","1","female",740,"1st"
"535","RYRDGP",1912,1959,2382,2016,8,16,"L3",475,"late",0,86,-1,"nonbreeding",56,2016,1,"female","pseudo","1","female",750,"1st"
"536","RYRDGP",1913,1960,4791,2017,10,11,"L3",477,"late",1,173,1,"female",56,2016,1,"female","pseudo","1","female",770,"1st"
"537","RYRDGP",1914,1961,4055,2017,5,26,"L3",475,"late",0,141,-1,"nonbreeding",56,2016,1,"female","pseudo","1","female",750,"1st"
"538","RYRDGY",1916,1963,2363,2016,8,16,"L3",473,"late",0,78,-1,"nonbreeding",1242,2016,1,NA,NA,"nd","nd",730,"2nd"
"539","RYRDPG",1919,1966,4817,2017,10,11,"L3",485,"late",1,193,1,"male",430,2016,1,"male",NA,"nd","male",850,"1st"
"540","RYRDPG",1920,1967,4620,2017,7,31,"L3",485,"late",0,176,-1,"nonbreeding",430,2016,1,"male",NA,"nd","male",850,"1st"
"541","RYRDPG",1921,1968,2421,2016,8,16,"L3",483,"late",0,98,-1,"nonbreeding",430,2016,1,"male",NA,"nd","male",830,"1st"
"542","RYRDPG",1922,1969,4067,2017,5,26,"L3",484,"late",0,162,-1,"nonbreeding",430,2016,1,"male",NA,"nd","male",840,"1st"
"543","RYRDPP",1923,1970,3617,2017,3,29,"L3",484.5,"late",0,131,-1,"nonbreeding",37,2016,1,"male","male","0","male",845,"1st"
"544","RYRDPP",1924,1971,2425,2016,8,16,"L3",484,"late",0,80,-1,"nonbreeding",37,2016,1,"male","male","0","male",840,"1st"
"545","RYRDPP",1925,1972,3021,2016,10,11,"L3",484,"late",1,112,0,"non",37,2016,1,"male","male","0","male",840,"1st"
"546","RYRDPP",1926,1973,4811,2017,10,11,"L3",483,"late",1,195,1,"male",37,2016,1,"male","male","0","male",830,"1st"
"547","RYRDPR",1927,1974,4614,2017,7,31,"L3",483,"late",0,133,-1,"nonbreeding",431,2016,1,"male",NA,"nd","male",830,"1st"
"548","RYRDPR",1928,1975,2420,2016,8,16,"L3",483,"late",0,95,-1,"nonbreeding",431,2016,1,"male",NA,"nd","male",830,"1st"
"549","RYRDPR",1929,1976,4808,2017,10,11,"L3",480,"late",1,153,1,"male",431,2016,1,"male",NA,"nd","male",800,"1st"
"550","RYRDRB",1933,1980,2356,2016,8,16,"L1",439,"late",0,80,-1,"nonbreeding",1243,2016,1,NA,NA,"nd","nd",390,"2nd"
"551","RYRDRB",1934,1981,3288,2017,3,19,"L1",438,"late",0,91,-1,"nonbreeding",1243,2016,1,NA,NA,"nd","nd",380,"2nd"
"552","RYRDRD",1935,1982,3282,2017,3,19,"L1",435,"late",0,113,-1,"nonbreeding",16,2016,1,"female","female","0","female",350,"1st"
"553","RYRDRD",1936,1983,2353,2016,8,16,"L1",435,"late",0,86,-1,"nonbreeding",16,2016,1,"female","female","0","female",350,"1st"
"554","RYRDRD",1937,1984,4679,2017,10,10,"L1",436,"late",1,155,1,"female",16,2016,1,"female","female","0","female",360,"1st"
"555","RYRDRD",1938,1985,2842,2016,10,10,"L1",436,"late",1,99,0,"non",16,2016,1,"female","female","0","female",360,"1st"
"556","RYRDRP",1940,1987,3894,2017,5,24,"L1",437,"late",0,143,-1,"nonbreeding",1245,2016,1,NA,NA,"nd","nd",370,"1st"
"557","RYRDRP",1941,1988,2354,2016,8,16,"L1",435,"late",0,85,-1,"nonbreeding",1245,2016,1,NA,NA,"nd","nd",350,"1st"
"558","RYRDRP",1942,1989,4327,2017,7,28,"L1",436,"late",0,148,-1,"nonbreeding",1245,2016,1,NA,NA,"nd","nd",360,"1st"
"559","RYRDRP",1943,1990,3283,2017,3,19,"L1",437,"late",0,121,-1,"nonbreeding",1245,2016,1,NA,NA,"nd","nd",370,"1st"
"560","RYRDRR",1944,1991,2348,2016,8,16,"L1",440,"late",0,100,-1,"nonbreeding",1246,2016,1,NA,NA,"nd","nd",400,"1st"
"561","RYRDRY",1945,1992,4322,2017,7,28,"L1",435,"late",0,133,-1,"nonbreeding",1247,2016,1,NA,"female","nd","female",350,"2nd"
"562","RYRDRY",1946,1993,3279,2017,3,19,"L1",435,"late",0,103,-1,"nonbreeding",1247,2016,1,NA,"female","nd","female",350,"2nd"
"563","RYRDRY",1947,1994,3889,2017,5,24,"L1",436,"late",0,127,-1,"nonbreeding",1247,2016,1,NA,"female","nd","female",360,"2nd"
"564","RYRDRY",1948,1995,2352,2016,8,16,"L1",435,"late",0,79,-1,"nonbreeding",1247,2016,1,NA,"female","nd","female",350,"2nd"
"565","RYRDRY",1949,1996,4678,2017,10,10,"L1",436,"late",1,143,0,"non",1247,2016,1,NA,"female","nd","female",360,"2nd"
"566","RYRDYD",1950,1997,3609,2017,3,29,"L3",479,"late",0,104,-1,"nonbreeding",1248,2016,1,NA,NA,"nd","nd",790,"2nd"
"567","RYRDYD",1951,1998,2402,2016,8,16,"L3",478,"late",0,79,-1,"nonbreeding",1248,2016,1,NA,NA,"nd","nd",780,"2nd"
"568","RYRDYG",1952,1999,2400,2016,8,16,"L3",477,"late",0,84,-1,"nonbreeding",1249,2016,1,NA,NA,"nd","nd",770,"2nd"
"569","RYRDYR",1955,2002,2399,2016,8,16,"L3",477,"late",0,85,-1,"nonbreeding",1519,2016,1,NA,"pseudo","nd","nd",770,"1st"
